stid	a1	a2	a3	a4	a5	a6	a7
Sent-ST-630	Sent-HISD-543	Sent-HEMD-35	Sent-THRA-8	Sent-SUCA-6	Sent-AROC-36	Sent-PURE-26	Sent-DNAN-31
Sent-ST-631	Sent-HISD-33	Sent-HEMD-36	Sent-THRA-3	Sent-SUCA-33	Sent-AROC-72	Sent-PURE-27	Sent-DNAN-32
Sent-ST-632	Sent-HISD-33	Sent-HEMD-141	Sent-THRA-3	Sent-SUCA-74	Sent-AROC-72	Sent-PURE-62	Sent-DNAN-4
Sent-ST-633	Sent-HISD-94	Sent-HEMD-141	Sent-THRA-126	Sent-SUCA-101	Sent-AROC-5	Sent-PURE-189	Sent-DNAN-133
Sent-ST-634	Sent-HISD-229	Sent-HEMD-35	Sent-THRA-8	Sent-SUCA-6	Sent-AROC-34	Sent-PURE-26	Sent-DNAN-31
Sent-ST-635	Sent-HISD-34	Sent-HEMD-37	Sent-THRA-34	Sent-SUCA-191	Sent-AROC-37	Sent-PURE-6	Sent-DNAN-33
Sent-ST-636	Sent-HISD-14	Sent-HEMD-35	Sent-THRA-8	Sent-SUCA-44	Sent-AROC-48	Sent-PURE-26	Sent-DNAN-14
Sent-ST-637	Sent-HISD-72	Sent-HEMD-40	Sent-THRA-183	Sent-SUCA-165	Sent-AROC-39	Sent-PURE-40	Sent-DNAN-190
Sent-ST-638	Sent-HISD-152	Sent-HEMD-36	Sent-THRA-171	Sent-SUCA-7	Sent-AROC-47	Sent-PURE-174	Sent-DNAN-98
Sent-ST-639	Sent-HISD-11	Sent-HEMD-58	Sent-THRA-2	Sent-SUCA-9	Sent-AROC-99	Sent-PURE-111	Sent-DNAN-175
Sent-ST-640	Sent-HISD-7	Sent-HEMD-3	Sent-THRA-11	Sent-SUCA-11	Sent-AROC-5	Sent-PURE-6	Sent-DNAN-2
Sent-ST-643	Sent-HISD-22	Sent-HEMD-27	Sent-THRA-91	Sent-SUCA-67	Sent-AROC-25	Sent-PURE-18	Sent-DNAN-176
Sent-ST-644	Sent-HISD-55	Sent-HEMD-30	Sent-THRA-28	Sent-SUCA-145	Sent-AROC-33	Sent-PURE-21	Sent-DNAN-26
Sent-ST-645	Sent-HISD-26	Sent-HEMD-30	Sent-THRA-28	Sent-SUCA-87	Sent-AROC-29	Sent-PURE-21	Sent-DNAN-26
Sent-ST-646	Sent-HISD-26	Sent-HEMD-30	Sent-THRA-134	Sent-SUCA-87	Sent-AROC-145	Sent-PURE-131	Sent-DNAN-26
Sent-ST-647	Sent-HISD-235	Sent-HEMD-79	Sent-THRA-105	Sent-SUCA-193	Sent-AROC-7	Sent-PURE-192	Sent-DNAN-107
Sent-ST-648	Sent-HISD-10	Sent-HEMD-10	Sent-THRA-14	Sent-SUCA-10	Sent-AROC-6	Sent-PURE-39	Sent-DNAN-182
Sent-ST-649	Sent-HISD-96	Sent-HEMD-78	Sent-THRA-184	Sent-SUCA-9	Sent-AROC-108	Sent-PURE-95	Sent-DNAN-191
Sent-ST-651	Sent-HISD-20	Sent-HEMD-36	Sent-THRA-84	Sent-SUCA-94	Sent-AROC-41	Sent-PURE-2	Sent-DNAN-84
Sent-ST-652	Sent-HISD-236	Sent-HEMD-144	Sent-THRA-72	Sent-SUCA-65	Sent-AROC-200	Sent-PURE-2	Sent-DNAN-192
Sent-ST-653	Sent-HISD-12	Sent-HEMD-112	Sent-THRA-18	Sent-SUCA-19	Sent-AROC-46	Sent-PURE-113	Sent-DNAN-124
Sent-ST-654	Sent-HISD-42	Sent-HEMD-49	Sent-THRA-3	Sent-SUCA-58	Sent-AROC-111	Sent-PURE-12	Sent-DNAN-47
Sent-ST-674	Sent-HISD-4	Sent-HEMD-7	Sent-THRA-7	Sent-SUCA-137	Sent-AROC-3	Sent-PURE-3	Sent-DNAN-3
Sent-ST-675	Sent-HISD-53	Sent-HEMD-80	Sent-THRA-49	Sent-SUCA-184	Sent-AROC-155	Sent-PURE-55	Sent-DNAN-41
Sent-ST-676	Sent-HISD-4	Sent-HEMD-7	Sent-THRA-7	Sent-SUCA-193	Sent-AROC-3	Sent-PURE-3	Sent-DNAN-3
Sent-ST-677	Sent-HISD-4	Sent-HEMD-7	Sent-THRA-7	Sent-SUCA-74	Sent-AROC-3	Sent-PURE-3	Sent-DNAN-3
Sent-ST-678	Sent-HISD-20	Sent-HEMD-3	Sent-THRA-22	Sent-SUCA-22	Sent-AROC-19	Sent-PURE-29	Sent-DNAN-20
