stid	a1	a2	a3	a4	a5	a6	a7
Koxy-ST-146	Koxy-gapA-3	Koxy-mdh-44	Koxy-tonB-50	Koxy-infB-5	Koxy-pgi-13	Koxy-rpoB-6	Koxy-phoE-24
Koxy-ST-147	Koxy-gapA-2	Koxy-mdh-2	Koxy-tonB-1	Koxy-infB-19	Koxy-pgi-14	Koxy-rpoB-10	Koxy-phoE-34
Koxy-ST-148	Koxy-gapA-3	Koxy-mdh-44	Koxy-tonB-50	Koxy-infB-5	Koxy-pgi-13	Koxy-rpoB-35	Koxy-phoE-24
Koxy-ST-149	Koxy-gapA-3	Koxy-mdh-17	Koxy-tonB-48	Koxy-infB-33	Koxy-pgi-45	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-150	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-2	Koxy-pgi-14	Koxy-rpoB-9	Koxy-phoE-4
Koxy-ST-151	Koxy-gapA-3	Koxy-mdh-21	Koxy-tonB-12	Koxy-infB-5	Koxy-pgi-13	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-152	Koxy-gapA-2	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-3	Koxy-pgi-27	Koxy-rpoB-1	Koxy-phoE-16
Koxy-ST-153	Koxy-gapA-1	Koxy-mdh-1	Koxy-tonB-1	Koxy-infB-2	Koxy-pgi-1	Koxy-rpoB-1	Koxy-phoE-1
Koxy-ST-154	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-7	Koxy-pgi-47	Koxy-rpoB-1	Koxy-phoE-4
Koxy-ST-155	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-2	Koxy-pgi-28	Koxy-rpoB-1	Koxy-phoE-56
Koxy-ST-156	Koxy-gapA-2	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-2	Koxy-pgi-1	Koxy-rpoB-1	Koxy-phoE-57
Koxy-ST-157	Koxy-gapA-3	Koxy-mdh-45	Koxy-tonB-47	Koxy-infB-34	Koxy-pgi-48	Koxy-rpoB-17	Koxy-phoE-20
Koxy-ST-158	Koxy-gapA-3	Koxy-mdh-17	Koxy-tonB-12	Koxy-infB-8	Koxy-pgi-45	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-159	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-7	Koxy-pgi-30	Koxy-rpoB-21	Koxy-phoE-2
Koxy-ST-160	Koxy-gapA-13	Koxy-mdh-29	Koxy-tonB-34	Koxy-infB-23	Koxy-pgi-31	Koxy-rpoB-25	Koxy-phoE-58
Koxy-ST-161	Koxy-gapA-2	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-2	Koxy-pgi-1	Koxy-rpoB-2	Koxy-phoE-4
Koxy-ST-162	Koxy-gapA-3	Koxy-mdh-31	Koxy-tonB-4	Koxy-infB-24	Koxy-pgi-8	Koxy-rpoB-6	Koxy-phoE-18
Koxy-ST-163	Koxy-gapA-7	Koxy-mdh-29	Koxy-tonB-43	Koxy-infB-23	Koxy-pgi-31	Koxy-rpoB-25	Koxy-phoE-59
Koxy-ST-164	Koxy-gapA-4	Koxy-mdh-14	Koxy-tonB-9	Koxy-infB-6	Koxy-pgi-11	Koxy-rpoB-11	Koxy-phoE-60
Koxy-ST-165	Koxy-gapA-20	Koxy-mdh-46	Koxy-tonB-51	Koxy-infB-35	Koxy-pgi-49	Koxy-rpoB-36	Koxy-phoE-61
Koxy-ST-166	Koxy-gapA-2	Koxy-mdh-2	Koxy-tonB-52	Koxy-infB-19	Koxy-pgi-14	Koxy-rpoB-1	Koxy-phoE-45
Koxy-ST-167	Koxy-gapA-12	Koxy-mdh-20	Koxy-tonB-53	Koxy-infB-8	Koxy-pgi-21	Koxy-rpoB-32	Koxy-phoE-10
Koxy-ST-168	Koxy-gapA-15	Koxy-mdh-39	Koxy-tonB-6	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-24	Koxy-phoE-46
Koxy-ST-169	Koxy-gapA-4	Koxy-mdh-26	Koxy-tonB-9	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-5	Koxy-phoE-62
Koxy-ST-170	Koxy-gapA-3	Koxy-mdh-17	Koxy-tonB-23	Koxy-infB-8	Koxy-pgi-42	Koxy-rpoB-6	Koxy-phoE-40
Koxy-ST-171	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-4	Koxy-infB-4	Koxy-pgi-4	Koxy-rpoB-3	Koxy-phoE-18
Koxy-ST-172	Koxy-gapA-6	Koxy-mdh-19	Koxy-tonB-9	Koxy-infB-6	Koxy-pgi-11	Koxy-rpoB-7	Koxy-phoE-46
Koxy-ST-173	Koxy-gapA-15	Koxy-mdh-19	Koxy-tonB-31	Koxy-infB-6	Koxy-pgi-11	Koxy-rpoB-5	Koxy-phoE-63
Koxy-ST-174	Koxy-gapA-7	Koxy-mdh-29	Koxy-tonB-43	Koxy-infB-23	Koxy-pgi-31	Koxy-rpoB-25	Koxy-phoE-64
Koxy-ST-175	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-20	Koxy-infB-21	Koxy-pgi-8	Koxy-rpoB-6	Koxy-phoE-12
Koxy-ST-176	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-7	Koxy-pgi-1	Koxy-rpoB-1	Koxy-phoE-65
