stid	a1	a2	a3	a4	a5	a6	a7
Ngon-ST-11714	Ngon-pgm-65	Ngon-fumC-157	Ngon-aroE-67	Ngon-gdh-748	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-128
Ngon-ST-11715	Ngon-pgm-65	Ngon-fumC-78	Ngon-aroE-762	Ngon-gdh-745	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-128
Ngon-ST-11716	Ngon-pgm-65	Ngon-fumC-749	Ngon-aroE-790	Ngon-gdh-148	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-128
Ngon-ST-11717	Ngon-pgm-65	Ngon-fumC-156	Ngon-aroE-67	Ngon-gdh-751	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-129
Ngon-ST-11718	Ngon-pgm-65	Ngon-fumC-750	Ngon-aroE-170	Ngon-gdh-148	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-200
Ngon-ST-11719	Ngon-pgm-65	Ngon-fumC-235	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-200
Ngon-ST-11720	Ngon-pgm-65	Ngon-fumC-157	Ngon-aroE-789	Ngon-gdh-148	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-200
Ngon-ST-11721	Ngon-pgm-65	Ngon-fumC-190	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-377
Ngon-ST-11722	Ngon-pgm-133	Ngon-fumC-189	Ngon-aroE-170	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-112	Ngon-abcZ-730
Ngon-ST-11723	Ngon-pgm-778	Ngon-fumC-78	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11724	Ngon-pgm-17	Ngon-fumC-17	Ngon-aroE-15	Ngon-gdh-8	Ngon-pdhC-21	Ngon-adk-5	Ngon-abcZ-8
Ngon-ST-11725	Ngon-pgm-8	Ngon-fumC-9	Ngon-aroE-6	Ngon-gdh-16	Ngon-pdhC-9	Ngon-adk-514	Ngon-abcZ-2
Ngon-ST-11726	Ngon-pgm-9	Ngon-fumC-56	Ngon-aroE-2	Ngon-gdh-3	Ngon-pdhC-11	Ngon-adk-10	Ngon-abcZ-4
Ngon-ST-11727	Ngon-pgm-764	Ngon-fumC-78	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11728	Ngon-pgm-6	Ngon-fumC-3	Ngon-aroE-782	Ngon-gdh-8	Ngon-pdhC-4	Ngon-adk-3	Ngon-abcZ-2
Ngon-ST-11729	Ngon-pgm-6	Ngon-fumC-3	Ngon-aroE-4	Ngon-gdh-8	Ngon-pdhC-4	Ngon-adk-509	Ngon-abcZ-2
Ngon-ST-11730	Ngon-pgm-45	Ngon-fumC-50	Ngon-aroE-48	Ngon-gdh-138	Ngon-pdhC-46	Ngon-adk-37	Ngon-abcZ-84
Ngon-ST-11731	Ngon-pgm-2	Ngon-fumC-9	Ngon-aroE-9	Ngon-gdh-9	Ngon-pdhC-6	Ngon-adk-20	Ngon-abcZ-6
Ngon-ST-11732	Ngon-pgm-12	Ngon-fumC-17	Ngon-aroE-47	Ngon-gdh-6	Ngon-pdhC-2	Ngon-adk-10	Ngon-abcZ-298
Ngon-ST-11733	Ngon-pgm-769	Ngon-fumC-10	Ngon-aroE-55	Ngon-gdh-3	Ngon-pdhC-21	Ngon-adk-16	Ngon-abcZ-7
Ngon-ST-11734	Ngon-pgm-94	Ngon-fumC-105	Ngon-aroE-68	Ngon-gdh-341	Ngon-pdhC-190	Ngon-adk-45	Ngon-abcZ-83
Ngon-ST-11735	Ngon-pgm-2	Ngon-fumC-18	Ngon-aroE-11	Ngon-gdh-6	Ngon-pdhC-10	Ngon-adk-10	Ngon-abcZ-4
Ngon-ST-11736	Ngon-pgm-9	Ngon-fumC-12	Ngon-aroE-4	Ngon-gdh-9	Ngon-pdhC-64	Ngon-adk-6	Ngon-abcZ-9
Ngon-ST-11737	Ngon-pgm-770	Ngon-fumC-5	Ngon-aroE-9	Ngon-gdh-9	Ngon-pdhC-24	Ngon-adk-6	Ngon-abcZ-3
Ngon-ST-11738	Ngon-pgm-13	Ngon-fumC-15	Ngon-aroE-17	Ngon-gdh-22	Ngon-pdhC-40	Ngon-adk-4	Ngon-abcZ-5
Ngon-ST-11739	Ngon-pgm-767	Ngon-fumC-17	Ngon-aroE-19	Ngon-gdh-3	Ngon-pdhC-26	Ngon-adk-5	Ngon-abcZ-17
Ngon-ST-11740	Ngon-pgm-768	Ngon-fumC-26	Ngon-aroE-11	Ngon-gdh-6	Ngon-pdhC-10	Ngon-adk-10	Ngon-abcZ-4
Ngon-ST-11741	Ngon-pgm-12	Ngon-fumC-751	Ngon-aroE-17	Ngon-gdh-30	Ngon-pdhC-7	Ngon-adk-4	Ngon-abcZ-5
Ngon-ST-11742	Ngon-pgm-8	Ngon-fumC-7	Ngon-aroE-4	Ngon-gdh-8	Ngon-pdhC-11	Ngon-adk-10	Ngon-abcZ-12
Ngon-ST-11743	Ngon-pgm-21	Ngon-fumC-9	Ngon-aroE-9	Ngon-gdh-5	Ngon-pdhC-65	Ngon-adk-6	Ngon-abcZ-155
Ngon-ST-11744	Ngon-pgm-63	Ngon-fumC-66	Ngon-aroE-328	Ngon-gdh-625	Ngon-pdhC-218	Ngon-adk-511	Ngon-abcZ-61
Ngon-ST-11745	Ngon-pgm-13	Ngon-fumC-11	Ngon-aroE-7	Ngon-gdh-3	Ngon-pdhC-26	Ngon-adk-4	Ngon-abcZ-100
Ngon-ST-11746	Ngon-pgm-16	Ngon-fumC-26	Ngon-aroE-185	Ngon-gdh-9	Ngon-pdhC-11	Ngon-adk-8	Ngon-abcZ-7
Ngon-ST-11747	Ngon-pgm-17	Ngon-fumC-9	Ngon-aroE-9	Ngon-gdh-9	Ngon-pdhC-9	Ngon-adk-6	Ngon-abcZ-9
Ngon-ST-11748	Ngon-pgm-12	Ngon-fumC-26	Ngon-aroE-11	Ngon-gdh-6	Ngon-pdhC-10	Ngon-adk-10	Ngon-abcZ-4
Ngon-ST-11749	Ngon-pgm-12	Ngon-fumC-5	Ngon-aroE-63	Ngon-gdh-9	Ngon-pdhC-6	Ngon-adk-6	Ngon-abcZ-3
Ngon-ST-11750	Ngon-pgm-65	Ngon-fumC-157	Ngon-aroE-67	Ngon-gdh-150	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-109
Ngon-ST-11751	Ngon-pgm-2	Ngon-fumC-6	Ngon-aroE-7	Ngon-gdh-8	Ngon-pdhC-5	Ngon-adk-3	Ngon-abcZ-672
Ngon-ST-11752	Ngon-pgm-2	Ngon-fumC-17	Ngon-aroE-6	Ngon-gdh-26	Ngon-pdhC-21	Ngon-adk-3	Ngon-abcZ-6
Ngon-ST-11753	Ngon-pgm-17	Ngon-fumC-32	Ngon-aroE-9	Ngon-gdh-9	Ngon-pdhC-6	Ngon-adk-6	Ngon-abcZ-9
Ngon-ST-11754	Ngon-pgm-17	Ngon-fumC-53	Ngon-aroE-18	Ngon-gdh-11	Ngon-pdhC-9	Ngon-adk-5	Ngon-abcZ-12
Ngon-ST-11755	Ngon-pgm-9	Ngon-fumC-17	Ngon-aroE-11	Ngon-gdh-38	Ngon-pdhC-11	Ngon-adk-10	Ngon-abcZ-4
Ngon-ST-11756	Ngon-pgm-8	Ngon-fumC-4	Ngon-aroE-159	Ngon-gdh-6	Ngon-pdhC-3	Ngon-adk-10	Ngon-abcZ-4
Ngon-ST-11757	Ngon-pgm-124	Ngon-fumC-17	Ngon-aroE-5	Ngon-gdh-3	Ngon-pdhC-10	Ngon-adk-5	Ngon-abcZ-12
Ngon-ST-11758	Ngon-pgm-2	Ngon-fumC-21	Ngon-aroE-6	Ngon-gdh-41	Ngon-pdhC-11	Ngon-adk-4	Ngon-abcZ-20
Ngon-ST-11759	Ngon-pgm-8	Ngon-fumC-18	Ngon-aroE-11	Ngon-gdh-5	Ngon-pdhC-10	Ngon-adk-10	Ngon-abcZ-4
Ngon-ST-11760	Ngon-pgm-251	Ngon-fumC-3	Ngon-aroE-4	Ngon-gdh-8	Ngon-pdhC-4	Ngon-adk-3	Ngon-abcZ-2
Ngon-ST-11761	Ngon-pgm-8	Ngon-fumC-5	Ngon-aroE-11	Ngon-gdh-6	Ngon-pdhC-2	Ngon-adk-10	Ngon-abcZ-8
Ngon-ST-11762	Ngon-pgm-225	Ngon-fumC-5	Ngon-aroE-9	Ngon-gdh-9	Ngon-pdhC-560	Ngon-adk-6	Ngon-abcZ-10
Ngon-ST-11763	Ngon-pgm-17	Ngon-fumC-15	Ngon-aroE-12	Ngon-gdh-192	Ngon-pdhC-22	Ngon-adk-5	Ngon-abcZ-12
Ngon-ST-11764	Ngon-pgm-2	Ngon-fumC-9	Ngon-aroE-9	Ngon-gdh-194	Ngon-pdhC-6	Ngon-adk-2	Ngon-abcZ-8
Ngon-ST-11765	Ngon-pgm-8	Ngon-fumC-4	Ngon-aroE-5	Ngon-gdh-6	Ngon-pdhC-3	Ngon-adk-10	Ngon-abcZ-75
Ngon-ST-11766	Ngon-pgm-9	Ngon-fumC-5	Ngon-aroE-9	Ngon-gdh-3	Ngon-pdhC-6	Ngon-adk-6	Ngon-abcZ-10
Ngon-ST-11767	Ngon-pgm-9	Ngon-fumC-24	Ngon-aroE-9	Ngon-gdh-9	Ngon-pdhC-6	Ngon-adk-6	Ngon-abcZ-75
Ngon-ST-11768	Ngon-pgm-8	Ngon-fumC-5	Ngon-aroE-11	Ngon-gdh-6	Ngon-pdhC-353	Ngon-adk-10	Ngon-abcZ-8
Ngon-ST-11769	Ngon-pgm-9	Ngon-fumC-17	Ngon-aroE-2	Ngon-gdh-9	Ngon-pdhC-11	Ngon-adk-6	Ngon-abcZ-6
Ngon-ST-11770	Ngon-pgm-1	Ngon-fumC-17	Ngon-aroE-6	Ngon-gdh-8	Ngon-pdhC-21	Ngon-adk-5	Ngon-abcZ-8
Ngon-ST-11771	Ngon-pgm-4	Ngon-fumC-4	Ngon-aroE-3	Ngon-gdh-3	Ngon-pdhC-8	Ngon-adk-2	Ngon-abcZ-8
Ngon-ST-11772	Ngon-pgm-2	Ngon-fumC-4	Ngon-aroE-5	Ngon-gdh-643	Ngon-pdhC-187	Ngon-adk-12	Ngon-abcZ-12
Ngon-ST-11773	Ngon-pgm-4	Ngon-fumC-4	Ngon-aroE-3	Ngon-gdh-3	Ngon-pdhC-8	Ngon-adk-2	Ngon-abcZ-13
Ngon-ST-11774	Ngon-pgm-2	Ngon-fumC-4	Ngon-aroE-5	Ngon-gdh-643	Ngon-pdhC-187	Ngon-adk-12	Ngon-abcZ-14
Ngon-ST-11775	Ngon-pgm-4	Ngon-fumC-4	Ngon-aroE-3	Ngon-gdh-3	Ngon-pdhC-8	Ngon-adk-2	Ngon-abcZ-16
Ngon-ST-11776	Ngon-pgm-2	Ngon-fumC-4	Ngon-aroE-5	Ngon-gdh-643	Ngon-pdhC-187	Ngon-adk-12	Ngon-abcZ-17
Ngon-ST-11777	Ngon-pgm-2	Ngon-fumC-4	Ngon-aroE-5	Ngon-gdh-643	Ngon-pdhC-187	Ngon-adk-12	Ngon-abcZ-18
Ngon-ST-11778	Ngon-pgm-2	Ngon-fumC-4	Ngon-aroE-5	Ngon-gdh-643	Ngon-pdhC-187	Ngon-adk-12	Ngon-abcZ-19
Ngon-ST-11779	Ngon-pgm-4	Ngon-fumC-4	Ngon-aroE-3	Ngon-gdh-3	Ngon-pdhC-8	Ngon-adk-2	Ngon-abcZ-20
Ngon-ST-11780	Ngon-pgm-2	Ngon-fumC-4	Ngon-aroE-5	Ngon-gdh-643	Ngon-pdhC-187	Ngon-adk-12	Ngon-abcZ-21
Ngon-ST-11781	Ngon-pgm-4	Ngon-fumC-4	Ngon-aroE-3	Ngon-gdh-3	Ngon-pdhC-8	Ngon-adk-2	Ngon-abcZ-22
Ngon-ST-11782	Ngon-pgm-2	Ngon-fumC-4	Ngon-aroE-5	Ngon-gdh-643	Ngon-pdhC-187	Ngon-adk-12	Ngon-abcZ-23
Ngon-ST-11783	Ngon-pgm-4	Ngon-fumC-4	Ngon-aroE-3	Ngon-gdh-3	Ngon-pdhC-8	Ngon-adk-2	Ngon-abcZ-24
Ngon-ST-11784	Ngon-pgm-4	Ngon-fumC-4	Ngon-aroE-3	Ngon-gdh-3	Ngon-pdhC-8	Ngon-adk-2	Ngon-abcZ-25
